url,endTime,notif
https://www.ebay.com/itm/Apple-iPhone-7-Cellar-Does-Not-Work-32GB-Black-Sprint-A1660-CDMA-GSM/143638891982,1593527041.4492652,True
https://www.ebay.com/itm/Apple-iPhone-7-128GB-Black-Unlocked-A1778-GSM-Smartphone-RB73/402308922985,1593528001.4574077,True
https://www.ebay.com/itm/Apple-iPhone-7-128GB-Black-Unlocked-A1778-GSM-Smartphone-RB71/402308925623,1593528241.461598,True
https://www.ebay.com/itm/Apple-iPhone-7-Unlocked-32GB-Rose-Gold-Sprint-Bad-Home-Button/274408432552,1593529381.4777255,True
https://www.ebay.com/itm/Apple-iPhone-SE-32GB-Rose-Gold-Unlocked-A1662-CDMA-GSM/313124495344,1593532021.4879076,True
https://www.ebay.com/itm/Apple-iPhone-7-128GB-Black-Unlocked-A1778-GSM-RM108/383611237804,1593535801.5177996,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Black-AT-T-Tested-Working-6-25/373094073831,1593536581.527565,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Rose-Gold-Verizon-A1660-CDMA-GSM/313124564189,1593536881.5307777,True
https://www.ebay.com/itm/The-iPhone-7-Plus-A1661-WORKS-Read-VERIZON/264773492958,1593537361.5329332,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Jet-Black-Unlocked-A1660-MUST-READ-DESCRIPTION/363031295290,1593540781.5581608,True
https://www.ebay.com/itm/Apple-iPhone-7-128GB-Black-Verizon-A1660-CDMA-GSM/313124691947,1593547655.905088,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Silver-T-Mobile-A1778-GSM/124233304568,1593548015.9169004,True
https://www.ebay.com/itm/Apple-iPhone-7-128GB-Jet-Black-Verizon-A1660-CDMA-GSM/402305357635,1593555575.9886296,True
https://www.ebay.com/itm/iphone-7-32gb-unlocked-Verizon/254633508066,1593555995.9911625,True
https://www.ebay.com/itm/Apple-iPhone-SE-32GB-Silver-Simple-Mobile-A1662-CDMA-GSM/124233441538,1593556655.9962335,True
https://www.ebay.com/itm/Apple-iPhone-SE-32GB-Space-Gray-Unlocked-A1662-CDMA-GSM/373094355513,1593560556.0127769,True
https://www.ebay.com/itm/Apple-iPhone-SE-32GB-Space-Gray-Unlocked-A1662-CDMA-GSM/373094361711,1593560976.0226982,True
https://www.ebay.com/itm/Apple-iPhone-SE-32GB-Silver-Unlocked-READ-DESCRIPTION/264780932662,1593546828.4171913,
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Rose-Gold-Unlocked-A1778-GSM/324208010161,1593563661.51726,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-A1660-MN8G2LL-A-AT-T-Matte-Black-7-B16108B/402305553845,1593569255.896756,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Jet-Black-Sprint-A1660-CDMA-GSM-Bundle/164260026243,1593570698.9195464,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Rose-Gold-AT-T/274406901272,1593573825.757856,True
https://www.ebay.com/itm/iOS-13-CHECKRA1N-CLOUD-BYPASS-Apple-iPhone-SE-ROSE-GOLD-32gb-JAILBROKEN-CYDIA/203036094574,1593552895.1020465,
https://www.ebay.com/itm/Apple-iPhone-6-A1549-32GB-Straight-Talk-IOS-Smartphone-Cellphone-GOLD/274414044475,1593554410.9851704,
https://www.ebay.com/itm/Apple-iPhone-SE-A1662-16GB-AT-T-T-Mobile-Unlocked-iOS-Smart-Cellphone-GRAY-R774/264781180348,1593555622.1730833,
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Black-AT-T-A1778-GSM/333634281612,1593596354.3825383,True
https://www.ebay.com/itm/iPhone-SE-MP7T2LL-A-GSM-Unlocked-32GB-Space-Grey/124242296258,1593557133.1921382,
https://www.ebay.com/itm/Apple-iPhone-7-Unlocked-Smartphone-32GB-Black-Read-description/164260486422,1593601402.9409702,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Black-Verizon-MNAC2LL-A-Tested-and-Working/193536084907,1593606931.3030884,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Jet-Black-Verizon-A1660-CDMA-GSM/383604304967,1593608012.7377355,True
https://www.ebay.com/itm/Apple-iPhone-7-A1660-128-gb/254634043699,1593609693.9463077,True
https://www.ebay.com/itm/Apple-iPhone-SE-32GB-Rose-Gold-Verizon-A1662-CDMA-GSM/383604371980,1593610595.4399648,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Black-Verizon-MNAC2LL-A-Tested-and-Working/203031327405,1593612281.9953265,True
https://www.ebay.com/itm/Apple-iPhone-7-Plus-32gb-Black-ic-Locked/174327675447,1593617457.5287404,True
https://www.ebay.com/itm/Mixed-Lot-Of-60-Various-Brands-iPhone-Cases-11-Pro-Max-X-XR-XS-SE-7-8/313124899312,1593568379.7846146,True
https://www.ebay.com/itm/Bluetooth-Sport-Smart-Watch-Fitness-Tracker-for-iPhone-Samsung-S20-S10-S9-Plus/353124866379,1593567092.9493423,
https://www.ebay.com/itm/Bluetooth-Smart-Watch-Bracelet-Heart-Rate-Sleep-Monitor-for-Women-Ladies-Girls/353124866376,1593567094.0209002,
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Black-AT-T-Tested-Working-6-26/353120065626,1593620528.7734518,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Silver-Verizon-A1660-CDMA-GSM/392850697288,1593624735.5877008,True
https://www.ebay.com/itm/Apple-iPhone-7-Plus-32GB-Silver-Unlocked-Read-Description-AA9014/283932513895,1593625223.007902,True
https://www.ebay.com/itm/Apple-iPhone-SE-32GB-Space-Gray-T-Mobile-A1662-CDMA-GSM/224055966904,1593576327.1703992,True
https://www.ebay.com/itm/UNLOCKED-Apple-iPhone-SE-32GB-A1662-Smart-Cell-Phone-Gray-Condition/303604952058,1593627830.4749534,True
https://www.ebay.com/itm/iPhone-7-Sprint/133447763210,1593629101.1710746,True
https://www.ebay.com/itm/Apple-iPhone-SE-32GB-Space-Gray-Unlocked-A1662-CDMA-GSM/353124555209,1593583393.6569405,
https://www.ebay.com/itm/Apple-iPhone-SE-32GB-MP8A2LL-A-AT-T-Locked-Space-Gray/184348735034,1593620389.9831345,
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Black-metro-pcs-read-fully-Before-Bidding/133451256251,1593648131.1759837,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Silver-Unlocked-A1660-CDMA-GSM-RM223/383612573108,1593648372.737925,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-AT-T-w-Case/264775065000,1593649703.6350787,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM-RM224/383612573980,1593652538.1931531,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM-RM225/383612574566,1593657361.2167106,True
https://www.ebay.com/itm/Used-Apple-iPhone-7-256GB-Black-AT-T-A1778-GSM-please-Read-Description/303605299229,1593656946.5127661,True
https://www.ebay.com/itm/iphone-7-boost-mobile/124235027142,1593658629.3286042,True
https://www.ebay.com/itm/Apple-iPhone-7-128GB-Rose-Gold-Sprint-A1660-CDMA-GSM/283928624704,1593671011.1269748,True
https://www.ebay.com/itm/Apple-MN9D2LL-A-iPhone-7-Unlocked-Smartphone-32GB-Black/383606001699,1593697330.6060474,True
https://www.ebay.com/itm/Apple-MN9D2LL-A-iPhone-7-Unlocked-Smartphone-32GB-Black/254635011437,1593701600.099081,True
https://www.ebay.com/itm/Apple-iPhone-SE-32GB-Verizon-GSM-Unlocked-AT-T-T-Mobile-Silver-BAD-TOUCH-ID/114273685662,1593701780.1022213,True
https://www.ebay.com/itm/Apple-iPhone-7-128GB-Black-Verizon-A1660-CDMA-GSM/153983327207,1593704315.0972888,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/293626774402,1593705096.3277462,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Matte-Black-AT-T-LOCKED-MN9D2LL-A-GRADE-C-No-SIM-CB339A06/254638918987,1593706855.9845562,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/353123013580,1593686037.1084867,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Matte-Black-AT-T-LOCKED-MN9D2LL-A-GRADE-C-No-SIM-CB339A08/254638920849,1593707042.4800448,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Matte-Black-AT-T-LOCKED-MN9D2LL-A-GRADE-C-No-SIM-CB339A09/373098244734,1593707168.7886221,True
https://www.ebay.com/itm/iphone-7-unlocked-128gb-excellent/392847562022,1593672136.6527743,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Matte-Black-AT-T-LOCKED-MN9D2LL-A-GRADE-C-No-SIM-CB339A10/274412756687,1593707899.3620772,True
https://www.ebay.com/itm/Apple-iPhone-7-32GB-Gold-Verizon/233636008109,1593709564.189148,True
https://www.ebay.com/itm/Apple-iPhone-7-A1778-32GB-AT-T-Check-IMEI-Good-Condition-GJ-1137/333639594515,1593722411.7274477,True
