url,timeAdded
https://www.ebay.com/itm/IPhone-8/233653537345,1595085809.6722221
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Gold-Verizon-carrier-LOCKED/224085005076,1595085811.2774382
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Space-Gray-AT-T-A1905-GSM/402330218638,1595085812.4205782
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Gold-Unlocked-A1905-GSM-NO-POWER-AS-IS/303626617127,1595085813.534486
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Silver-T-Mobile-A1905-GSM/254656858308,1595085814.651855
https://www.ebay.com/itm/SPACE-GRAY-AT-T-64GB-IPHONE-8-100-BATT-BAD-IMIE-FH49/114310949916,1595086859.9797177
https://www.ebay.com/itm/Apple-iPhone-8-256GB-Gold-For-Parts-AT-T/383638773937,1595088522.3687935
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Silver-AT-T-A1905-GSM/392877741814,1595092157.6174872
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Silver-T-Mobile-A1905-GSM/254657698039,1595093145.3652027
https://www.ebay.com/itm/Apple-iPhone-8-A1905-64GB-Space-Gray-T-Mobile-Bad-ESN-Cracked-Back/383639016569,1595100530.1951406
https://www.ebay.com/itm/AT-T-STRAIGHT-TALK-MINT-MOBILE-iPhone-8-64GB-Gray-Cracked-Front-Screen-A1905/203052387306,1595112531.3844779
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Unlocked-Bad-Mic/402330987430,1595114009.3646514
https://www.ebay.com/itm/T-Mobile-Metro-PCS-iPhone-8-64GB-Gold-A1905-GSM-Cracked-back/203052440546,1595119233.9267302
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Space-Gray-T-Mobile-A1905-GSM/383639446081,1595140890.1012514
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Space-Gray-Verizon-ic-locked-pc-locked/174354560754,1595175291.3835182
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Gold-Sprint-Smartphone-w-Warranty-7440558/402331311410,1595175292.4063098
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Gold-Verizon-A1863-CDMA-GSM/283952959229,1595177636.6358986
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Unlocked-A1905-GSM-Space-Gray/333659954963,1595180841.6375787
https://www.ebay.com/itm/Silver-iPhone-8-64-GB-Verizon-with-Kate-Spade-phone-case/324234889324,1595190191.1419556
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Space-Gray-Sprint-A1863-Crack-At-The-Top/203053131405,1595190499.3076932
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Gold-TELUS/164297682545,1595193511.6256716
https://www.ebay.com/itm/Apple-iPhone-8-64GB-T-mobile-AT-T-Sprint-Factory-Unlocked-Others/264351131631,1595195799.6992166
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Gold-Boost-Mobile-A1863-CDMA-GSM/124266474509,1595199630.1479776
https://www.ebay.com/itm/IPhone-8-64gb-Sprint-Carrier-Phone/274432868488,1595200306.473345
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Gold-AT-T-A1905-GSM/254659329426,1595200859.73716
https://www.ebay.com/itm/Apple-iPhone-8-64gb-AT-T-Used/264801707614,1595201843.7798848
https://www.ebay.com/itm/Apple-iPhone-8-64gb-Sprint-Carrier-Phone-A1864-CDMA-GSM/274432868488,1595202519.5198603
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Gold-AT-T-A1905-GSM/324235070592,1595205636.710716
https://www.ebay.com/itm/Apple-iPhone-8-64GB-Silver-Unlocked-A1905-GSM-FOR-PARTS/333660240921,1595205638.0330875
